
State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
DC,74,415,No,No,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False
AR,36,415,No,No,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False
ME,113,415,No,No,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False
MD,67,415,No,No,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False
IA,158,415,No,No,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,False
AZ,136,510,No,No,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,False
MO,196,415,No,No,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,False
VT,113,415,No,No,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,True
RI,112,510,No,No,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,False
SD,209,415,No,No,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,False
MN,62,415,No,No,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,True
TX,110,415,No,Yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,False
VA,16,510,No,No,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,False
MA,73,408,No,No,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,False
ID,128,408,No,No,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,False
MA,39,408,No,No,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,False
GA,103,415,No,Yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,False
RI,119,415,No,Yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,False
ID,173,510,No,Yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,False
SD,128,510,Yes,Yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,True
MA,86,510,No,No,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,False
WY,114,415,No,Yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,False
VA,104,408,No,No,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,False
OR,148,415,No,No,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,False
VA,129,408,No,No,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,False
ME,100,510,No,Yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,False
GA,143,408,No,Yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,False
IA,76,510,No,No,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,False
AZ,158,510,No,No,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False
FL,116,510,No,No,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,False
MT,54,415,No,No,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,True
AL,86,415,No,No,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,True
DE,108,510,No,No,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,False
MT,66,510,No,No,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,False
KY,151,408,No,Yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,False
SC,99,510,No,No,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,False
WA,55,415,No,No,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,False
AK,78,408,No,No,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,False
GA,89,415,No,No,0,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,True
MN,101,415,No,No,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,False
IL,44,415,No,Yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14.0,7,3.78,0,False
IN,98,408,No,Yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,False
SC,64,510,No,Yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,False
VA,141,415,No,No,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,False
WI,81,415,No,Yes,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,False
VT,162,510,No,No,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,False
AZ,83,415,No,Yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,False
FL,100,510,No,No,0,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,True
AK,59,510,No,No,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,False
AR,179,415,Yes,Yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,False
AR,79,408,No,No,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,False
AK,117,415,No,No,0,181.5,95,30.86,205.1,88,17.43,204.0,82,9.18,14.7,9,3.97,2,False
ME,31,415,No,No,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,False
NM,122,408,No,Yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,False
NE,37,408,Yes,Yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,False
SC,90,408,No,Yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,False
CO,159,408,Yes,No,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,True
OH,39,415,No,Yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,False
OK,194,408,No,No,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,False
CO,154,415,No,No,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,True
NC,112,415,No,No,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,False
MD,45,415,No,No,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1,False
KS,132,415,No,No,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,False
MA,128,415,No,No,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16.0,2,4.32,0,False
NM,56,408,No,No,0,197.0,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,False
CA,151,415,Yes,No,0,218.0,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,True
NY,32,415,No,No,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4.0,2,False
AZ,90,415,No,No,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,False
DC,138,415,No,No,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,False
ND,79,408,No,No,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,False
MO,95,415,Yes,No,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,True
KS,127,415,No,No,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,False
SD,137,510,No,No,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,False
OK,97,415,No,No,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,False
OR,149,415,Yes,No,0,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,False
IN,117,415,Yes,Yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,False
OH,84,408,No,No,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,False
KS,137,415,No,No,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,False
CT,99,415,No,No,0,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,False
WI,85,415,No,No,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,False
MS,150,510,No,No,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,False
WV,43,415,No,No,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,False
MD,98,415,No,No,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,False
PA,112,510,No,No,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,False
WI,16,510,No,No,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,True
TN,98,415,No,Yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,False
IL,84,510,No,No,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,False
DC,66,415,No,No,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,True
GA,98,415,No,Yes,31,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,False
ID,74,415,No,No,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,False
KY,119,510,No,No,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,False
OH,73,415,No,No,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,False
WI,92,415,Yes,No,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,False
IL,21,415,No,No,0,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,False
DE,122,510,No,No,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,True
RI,133,510,Yes,No,0,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,False
TX,145,415,No,No,0,187.9,110,31.94,197.0,117,16.75,167.0,108,7.52,4.8,4,1.3,2,False
OR,25,408,No,No,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,False
MS,126,415,No,No,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,False
OR,76,415,No,No,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,False
DE,113,415,No,No,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,True
DE,224,510,Yes,No,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,True
SD,128,408,No,Yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,False
NV,115,415,No,No,0,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,False
NM,141,415,No,Yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,False
MN,51,510,No,No,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,False
NJ,100,415,No,No,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,False
IN,96,415,No,Yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,False
ME,163,415,No,No,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,False
NH,67,415,No,Yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,False
OR,49,510,No,No,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,False
KS,46,510,No,No,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,True
NE,148,415,No,No,0,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,False
MI,112,510,No,No,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,False
SC,78,415,No,No,0,155.0,106,26.35,175.3,101,14.9,155.6,125,7.0,11.8,5,3.19,2,False
PA,61,408,No,Yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,False
MT,58,510,No,Yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,False
NM,155,415,No,No,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,False
OH,100,510,No,No,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,True
WY,113,510,No,No,0,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,False
AR,135,510,No,Yes,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,False
FL,99,408,No,No,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,False
AR,59,510,No,Yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,False
MO,135,510,No,No,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,False
WI,85,408,Yes,No,0,165.4,107,28.12,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,False
TX,88,510,No,No,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,False
NM,55,510,No,No,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,False
GA,75,415,No,No,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,False
KS,86,408,No,Yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,False
OH,97,408,No,No,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,True
MA,88,415,No,No,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1,True
KY,54,408,No,No,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,False
DC,11,415,No,Yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,False
WA,109,415,No,No,0,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,False
UT,90,415,No,No,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,False
NV,91,408,No,No,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,False
ND,105,415,No,Yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,False
NV,71,415,Yes,No,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,True
FL,132,510,No,Yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,True
MD,112,415,No,No,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,False
AL,41,510,No,Yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,False
NE,44,415,No,No,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,False
NV,78,408,No,No,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,False
IL,149,408,No,No,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,False
WV,72,510,No,Yes,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,True
AR,74,510,No,No,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,False
UT,50,510,No,No,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,False
GA,141,510,No,Yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,False
AZ,140,408,No,No,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,False
ID,99,408,No,No,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,False
HI,166,408,No,No,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,False
MD,74,415,No,No,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,False
GA,117,510,No,No,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,False
GA,85,510,No,No,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,False
UT,36,415,No,Yes,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,False
IN,76,415,No,No,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,False
VT,165,510,No,No,0,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1,False
IA,130,415,No,No,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,False
ME,92,415,Yes,No,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,True
MD,18,408,No,No,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,False
FL,161,415,Yes,No,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,False
CA,93,415,No,Yes,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,False
AL,144,415,No,No,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,False
WV,95,415,No,No,0,175.2,91,29.78,244.4,109,20.77,75.8,95,3.41,7.5,2,2.03,1,False
FL,124,415,No,Yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,False
MI,93,415,Yes,No,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,True
MI,109,415,Yes,Yes,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,False
NM,80,510,No,No,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0,False
AK,41,415,No,No,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3.0,1,False
OH,136,415,No,Yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,False
KS,143,408,No,Yes,24,186.6,69,31.72,222.0,116,18.87,234.9,138,10.57,11.6,5,3.13,1,False
MS,118,415,No,Yes,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,True
VT,193,408,No,Yes,17,124.0,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32,1,False
NE,73,415,No,No,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4.0,3,False
VA,62,408,No,No,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,False
DE,30,415,No,Yes,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,False
AL,60,408,Yes,Yes,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14.0,12,3.78,0,True
ID,148,510,No,Yes,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,False
MS,96,510,No,No,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,False
NM,87,415,No,No,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,False
WI,41,408,No,No,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9.0,3,2.43,3,False
WV,112,415,No,No,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,False
SC,88,510,No,No,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,True
KY,122,408,No,Yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,False
MO,61,408,No,No,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,False
OK,176,408,No,No,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,False
MI,30,510,No,No,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38,0,False
ID,46,415,No,No,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,False
DC,100,510,Yes,No,0,68.5,110,11.65,337.1,115,28.65,205.2,99,9.23,12.1,9,3.27,0,False
NY,47,415,No,Yes,37,163.5,77,27.8,203.1,102,17.26,232.0,87,10.44,7.8,4,2.11,2,False
AL,77,415,No,No,0,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,False
OR,98,415,No,Yes,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,5,2.89,2,False
OK,125,415,No,Yes,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,False
NE,194,408,No,No,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,False
TX,128,415,No,Yes,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14.0,6,3.78,1,False
UT,190,415,No,Yes,22,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,8.5,3,2.3,0,False
NY,59,408,No,No,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,False
AL,47,408,No,Yes,28,141.3,94,24.02,168.0,108,14.28,113.5,84,5.11,7.8,2,2.11,1,False
MN,152,415,Yes,Yes,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,True
RI,95,510,No,Yes,27,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,11.9,3,3.21,1,False
CT,31,415,No,Yes,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,3,1.59,0,False
OK,121,408,No,Yes,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,False
AK,111,415,No,No,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,True
GA,44,510,No,No,0,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,4,2.75,3,True
UT,61,510,Yes,No,0,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,10.1,6,2.73,2,False
NM,65,415,No,No,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,False
NE,74,415,No,Yes,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,False
NJ,123,408,No,No,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,4,3.24,0,False
TX,58,408,No,Yes,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,False
MT,74,408,No,No,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,True
CO,125,415,No,No,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,False
RI,53,408,No,Yes,18,146.8,107,24.96,310.0,84,26.35,178.7,130,8.04,7.2,7,1.94,0,False
WY,99,408,No,Yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,False
ID,99,415,No,No,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,False
CT,66,415,No,Yes,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2,False
ME,97,510,No,No,0,211.0,76,35.87,189.0,100,16.07,123.0,102,5.54,4.7,4,1.27,3,False
MD,85,510,Yes,No,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,7,0.97,2,False
IN,108,510,No,No,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,False
NC,133,408,Yes,Yes,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,True
DE,51,510,No,No,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,False
MN,186,415,No,Yes,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,False
WI,44,415,Yes,No,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,False
FL,64,408,No,Yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3,False
SD,114,415,No,Yes,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,False
FL,92,415,No,No,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,False
OR,110,408,No,No,0,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,2,False
CO,90,408,No,Yes,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,False
CT,72,408,No,Yes,21,186.7,108,31.74,335.0,86,28.48,187.2,119,8.42,16.5,4,4.46,1,False
IN,113,415,No,No,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1,True
PA,171,415,No,Yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,False
NM,104,415,No,No,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,False
ME,165,408,No,No,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,False
SD,104,510,No,No,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,True
AR,110,408,No,No,0,55.3,102,9.4,164.7,124,14.0,200.7,108,9.03,10.2,5,2.75,1,False
TX,90,408,Yes,No,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,False
NH,114,415,No,No,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,False
AL,109,408,No,No,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,False
OK,92,510,No,No,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,False
ME,82,510,No,Yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,False
